Hugo_Symbol,BAG1,BCL2,BIRC5,CCNB1,ERBB2,ESR1,GRB7,MKI67,MMP11,MYBL2,PGR
TCGA-AO-A12B-01,2.0372,0.3105,-0.2517,0.4903,-0.8376,1.1771,-0.7263,-0.6481,-0.8092,-0.8792,1.4138
TCGA-AO-A12C-01,0.0204,0.1837,-1.0899,-0.9612,0.9414,0.2398,-0.2235,-0.8422,1.2337,-1.1305,0.3696
TCGA-AO-A12D-01,-0.6744,-1.0095,-0.2568,0.0915,3.1629,-1.3352,3.0707,0.2295,1.0777,0.193,-0.8489
TCGA-AO-A12E-01,-0.3438,-0.2552,0.0808,0.6502,-0.0157,0.2433,-0.1141,0.5258,-1.4529,-0.228,0.7408
TCGA-AO-A12F-01,-0.2236,-1.5204,1.1314,0.5194,-0.3408,-2.1837,-0.1271,-0.2244,-1.9591,1.7443,-0.9995
TCGA-AO-A12G-01,-0.2166,0.4079,-0.2156,-0.4065,0.2806,0.6126,-0.2426,-0.5108,0.39,-0.2368,0.0969
TCGA-AO-A12H-01,2.58,2.098,-0.3744,-0.5593,-0.5466,1.2563,-0.9431,-0.8948,-0.8767,-1.437,-0.1621
TCGA-AO-A1KO-01,-0.8761,0.4822,-3.222,-2.1309,-0.8153,0.0013,-0.038,-2.1065,-3.0545,-2.3936,0.7832
TCGA-AO-A1KP-01,0.8216,0.7246,0.3505,0.5078,-0.8009,0.8271,0.3744,0.0667,-0.4766,-0.7925,1.2906
TCGA-AO-A1KQ-01,-0.873,0.6129,1.6238,1.1914,-0.3135,0.7015,-0.034,0.1921,0.7178,1.7627,0.8306
TCGA-AO-A1KR-01,-0.4519,-1.4241,2.4573,1.4549,-0.0203,-1.7139,-0.515,1.0452,-0.8427,1.8586,-1.1734
TCGA-AO-A1KS-01,-0.6485,1.0774,0.3612,1.3677,-0.5139,0.9766,-0.3791,1.2861,-0.6987,-0.1339,1.5348
TCGA-AO-A1KT-01,1.0851,-0.9038,0.753,0.4995,-0.0534,0.2962,0.0657,-0.0674,1.3369,0.8528,0.3392
TCGA-AQ-A04H-01,-0.0803,1.1971,-0.2744,0.2251,1.338,1.0821,1.3013,0.3005,-0.589,1.3371,-1.0939
TCGA-AQ-A04J-01,-0.6714,-0.5003,0.7363,0.2858,-0.7989,-1.2656,-0.332,1.3918,-0.7945,0.4208,-0.722
TCGA-AQ-A04L-01,-1.0202,-1.2085,-0.0608,-1.6936,-0.0344,-0.174,-0.1759,-0.9382,1.2606,0.2594,-0.9331
TCGA-AQ-A0Y5-01,0.7511,-0.3727,-1.6132,-1.3049,2.7205,-0.428,1.7752,-0.8086,0.8108,-0.1088,-0.6212
TCGA-AQ-A1H2-01,0.0588,0.3646,-1.2035,-1.0445,0.1544,1.2942,-0.1708,-1.8052,0.3923,-1.2439,-0.4133
TCGA-AQ-A1H3-01,0.5084,1.1303,-0.2374,-0.5512,0.612,0.6614,0.4651,0.2327,0.789,-0.7899,1.2329
TCGA-AQ-A54N-01,-0.3863,-1.4315,0.5346,0.5105,-0.9783,-3.0651,0.4508,-0.1108,-3.2221,0.8014,-2.4193
TCGA-AQ-A54O-01,-0.6908,0.2914,0.254,-0.3876,-0.3987,0.3867,-0.477,-1.3427,-0.0733,-0.3402,0.3691
TCGA-AQ-A7U7-01,-0.5692,0.3616,-1.1609,-1.0121,-0.7092,0.0192,-0.6638,-0.8848,-0.2333,-0.5088,1.1131
TCGA-AR-A0TP-01,-1.1565,0.4493,0.9834,-0.3042,-0.9891,-2.7708,-0.1937,1.4131,-1.4062,0.3567,-1.677
TCGA-AR-A0TQ-01,1.6671,-0.5639,2.554,1.1927,2.4778,0.0004,2.2082,1.2452,0.0676,0.8775,-1.21
TCGA-AR-A0TR-01,-0.2566,1.2365,-1.4143,-0.7861,0.1279,1.0507,-0.3859,-1.1423,-3.3662,-1.8481,1.4006
TCGA-AR-A0TS-01,-1.8303,-0.1771,1.0016,0.5029,0.077,-1.8137,0.1561,1.4749,-1.0972,1.0416,-1.0334
TCGA-AR-A0TT-01,0.018,-0.0197,0.1896,-0.6811,-0.6734,0.251,-0.5897,0.682,-0.2524,0.6566,-1.0917
TCGA-AR-A0TU-01,-1.3382,-1.3149,2.0206,2.3114,-1.6022,-1.0542,-1.4542,1.1652,-1.4828,1.2231,-1.9264
TCGA-AR-A0TV-01,-0.7507,1.3064,0.4866,-0.0126,-0.7832,1.196,-0.4311,0.7471,-1.8071,0.4,0.9464
TCGA-AR-A0TW-01,-0.4847,1.0767,-0.334,-1.1541,-0.002,0.0899,-0.6012,-0.6148,0.6329,-0.2812,0.0853
TCGA-AR-A0TX-01,-1.3122,-0.3763,0.0143,0.2261,2.8454,-1.3051,2.6151,0.7093,0.7152,1.6524,-0.9087
TCGA-AR-A0TY-01,-0.4523,0.1827,1.9461,1.4619,-0.5308,0.7781,-0.4927,1.2738,-0.8793,2.0839,-1.1037
TCGA-AR-A0TZ-01,3.937,1.9369,0.5105,0.3251,0.2934,0.4728,0.0643,1.1344,0.148,0.6302,1.0511
TCGA-AR-A0U0-01,-0.5922,-1.8384,0.3765,-0.1572,-0.5629,-1.8775,-0.7629,0.2253,-0.517,0.4361,-1.2389
TCGA-AR-A0U2-01,-1.3949,0.0391,1.366,1.8894,-0.2232,0.3011,0.378,1.662,-0.4461,1.3111,0.1096
TCGA-AR-A0U3-01,1.1189,1.0824,-0.0613,1.2653,-0.4992,1.0093,-0.7363,1.9384,-0.5259,0.7916,0.3192
TCGA-AR-A0U4-01,-1.9149,-0.4058,0.7392,0.3795,-1.6064,-1.3642,-1.3617,1.4071,-2.361,1.0112,-1.435
TCGA-AR-A1AH-01,-1.324,-1.0349,1.7122,1.1881,-0.1923,-2.7783,0.1938,0.3379,-0.0277,1.1013,-1.6757
TCGA-AR-A1AI-01,-2.7397,-1.4794,0.9639,0.2571,-0.5771,-0.7826,-0.4829,1.6856,-1.3075,1.5166,-1.8499
TCGA-AR-A1AJ-01,-1.36,-0.2932,0.6128,0.876,-1.4366,-1.2909,-0.8168,1.264,-0.9482,1.1817,-1.3546
TCGA-AR-A1AK-01,-0.607,0.265,0.276,-0.1485,-0.0085,0.2893,0.1672,-0.4213,0.0124,0.3885,0.6966
TCGA-AR-A1AL-01,-0.6402,0.6888,-1.2822,-1.2088,-0.1541,0.2639,-0.0575,-0.1992,-1.009,-1.3749,1.2699
TCGA-AR-A1AM-01,0.6419,0.5212,-1.5963,-1.6214,0.5639,0.0853,0.627,-1.8809,-0.2023,-1.2202,0.2378
TCGA-AR-A1AN-01,1.2017,0.7724,-0.5778,-0.9197,-0.6927,0.2801,-1.6524,0.0477,0.786,-0.4832,1.1891
TCGA-AR-A1AO-01,-0.8494,-0.5281,-0.3191,-0.4475,-0.9624,-0.9952,-0.5346,0.0985,-0.8538,0.6171,-0.1322
TCGA-AR-A1AP-01,-0.7431,-0.4545,-0.1792,0.213,0.0255,0.4937,-0.0996,0.2964,0.2251,-0.1398,-0.1863
TCGA-AR-A1AQ-01,-0.5564,-0.7767,1.2475,1.3658,-0.5879,-1.4334,-0.6941,0.6991,-0.055,1.2951,-1.6961
TCGA-AR-A1AR-01,-0.5535,-0.3854,0.3059,1.2254,-1.5984,-0.9365,-1.3624,1.2313,-2.4184,0.4707,-1.3486
TCGA-AR-A1AS-01,-0.5031,-0.3809,-0.1235,-0.1866,-0.1698,0.6312,-0.1184,-0.1712,1.2125,0.2696,0.9809
TCGA-AR-A1AT-01,-0.9682,-1.5322,0.5679,0.4433,3.0941,-0.3331,2.6025,0.6626,-0.778,0.3018,-0.8202
TCGA-AR-A1AU-01,1.1834,1.2328,0.0304,-0.8394,-0.1269,0.2762,-0.3582,0.4788,1.6091,0.0001,1.2312
TCGA-AR-A1AV-01,0.3299,0.8361,-0.7815,-0.8049,0.1571,0.9107,-0.4491,-0.1739,0.7776,-0.0146,0.9664
TCGA-AR-A1AW-01,-1.5408,0.2919,-0.1235,-0.4157,-0.4286,0.4241,-0.4897,1.2379,-1.6409,0.2984,0.6935
TCGA-AR-A1AX-01,-0.8484,0.3919,-0.1284,0.1297,1.3431,0.1557,1.0588,0.4816,-0.6979,-0.0675,0.996
TCGA-AR-A1AY-01,-1.0779,0.0761,0.8346,1.1824,-0.8741,-1.2673,-0.7521,1.5057,-1.2434,2.0255,-0.8205
TCGA-AR-A24H-01,0.1479,0.4881,1.0016,1.1143,0.3433,0.5561,0.2166,1.0404,-1.2969,0.3538,0.2137
TCGA-AR-A24K-01,-0.4149,1.7689,0.0379,0.0253,-0.177,0.6164,-0.324,0.705,-0.4151,-0.3238,1.228
TCGA-AR-A24L-01,-0.3492,1.1549,0.485,0.2535,-0.0755,0.5011,-0.3034,0.6116,1.0136,0.2742,0.8004
TCGA-AR-A24M-01,-0.6546,0.7722,-1.3308,-0.8972,-0.1224,0.6892,-0.2106,-0.0844,-0.002,-1.0099,1.1691
TCGA-AR-A24N-01,0.0995,1.2797,-0.0084,0.2812,-0.1965,0.93,-0.5417,0.7906,0.674,-0.4614,0.9049
TCGA-AR-A24O-01,-0.5594,0.7792,-0.2624,-0.3964,-0.6555,0.3332,-1.1147,0.4335,-0.1793,-0.4108,1.1524
TCGA-AR-A24P-01,0.8338,0.8553,0.2279,0.1382,0.2603,0.6067,0.3853,0.5418,0.4203,-0.4125,0.7817
TCGA-AR-A24Q-01,-1.1794,0.5991,1.1589,0.4508,-0.595,-1.129,-0.2338,1.1577,0.1216,0.9751,-0.6295
TCGA-AR-A24R-01,-0.6096,0.5534,0.1942,0.4627,-0.5111,0.4355,-0.5862,0.4679,0.8336,0.9164,0.3997
TCGA-AR-A24S-01,-0.797,0.0712,0.761,-0.277,-0.8507,0.601,-1.183,1.3802,0.2934,0.3637,0.8395
TCGA-AR-A24T-01,-0.2648,0.7087,-1.8419,-1.5849,-0.1323,0.4463,-0.076,-1.2236,0.6543,-1.3063,1.48
TCGA-AR-A24U-01,-0.6422,-0.7024,0.1832,0.2062,2.2791,-1.146,2.0244,0.4562,0.1329,0.1008,-0.7864
TCGA-AR-A24V-01,-0.4791,-0.0908,-0.3751,0.0519,-0.2318,0.3142,-0.0141,0.128,1.5592,-0.4837,0.4087
TCGA-AR-A24W-01,-0.5851,0.7633,-2.3504,-1.4044,-0.3754,0.6173,-0.2976,-1.8069,-1.0109,-1.5695,0.9732
TCGA-AR-A24X-01,0.4174,0.6454,-0.4157,-0.4332,0.1822,0.1276,0.0052,-0.2613,-0.8595,-0.5641,1.2961
TCGA-AR-A24Z-01,-1.0922,1.1308,0.5067,0.3231,-0.7157,1.1169,-0.9149,1.1186,0.0542,0.5967,0.8497
TCGA-AR-A250-01,-0.3435,-0.2529,0.6227,0.4652,1.8896,0.7815,1.2972,0.9734,1.212,0.4299,-0.7221
TCGA-AR-A251-01,-1.4959,-1.5446,1.2029,-0.0035,-1.1121,-1.0101,-0.89,1.7611,-0.5125,1.1146,-1.2297
TCGA-AR-A252-01,-0.5312,0.6693,0.0375,-0.8578,-1.6221,0.3746,-1.2759,0.0741,-0.3403,-0.9208,0.7512
TCGA-AR-A254-01,0.2493,-0.1702,0.8049,1.0331,2.6062,-0.2663,2.6876,1.7986,1.3745,0.1738,0.779
TCGA-AR-A255-01,-0.8143,0.173,0.0054,0.6391,-0.0832,0.6177,-0.3442,0.2392,0.7842,0.183,1.2136
TCGA-AR-A256-01,1.1148,-1.5391,1.5836,1.6546,-1.3999,-2.0596,-0.4035,2.2019,-0.2516,1.2984,-1.5778
TCGA-AR-A2LE-01,1.1673,1.5567,-1.4855,-1.2337,0.0211,0.8353,-0.6198,-0.383,-0.1167,-1.1895,0.9327
TCGA-AR-A2LH-01,0.4968,-0.2009,-0.3232,0.5423,-0.1767,-0.4348,0.0931,0.1674,-1.572,0.1093,-0.2041
TCGA-AR-A2LJ-01,0.3714,0.1479,-0.1268,-0.2997,2.1387,-0.178,1.6183,-0.9523,0.5807,-0.0194,0.4506
TCGA-AR-A2LK-01,-1.3019,0.7027,0.6086,1.5817,-0.3485,1.0393,-0.3498,1.0853,0.7654,0.8916,1.2392
TCGA-AR-A2LL-01,-0.0882,0.1943,0.2194,0.2878,0.7311,1.1285,0.4207,-0.6284,0.3437,-0.1437,1.2989
TCGA-AR-A2LM-01,-0.2037,0.7416,-1.9949,-1.6326,0.3228,0.3284,0.4005,-1.3316,0.0632,-1.4597,1.3935
TCGA-AR-A2LN-01,-0.3819,1.2555,-2.4648,-2.6058,-0.1763,0.1353,0.6098,-2.1976,-1.0358,-2.5572,0.0496
TCGA-AR-A2LO-01,0.8705,0.4108,-0.2548,-0.1554,-0.0363,0.1283,0.1202,-0.4231,0.3339,0.3489,0.8316
TCGA-AR-A2LQ-01,-0.5464,-0.0224,-1.2733,-1.4847,0.2457,-0.272,-0.4581,-0.7285,-1.1973,-0.7879,-0.242
TCGA-AR-A2LR-01,-0.382,-0.6532,0.9386,0.7706,-0.6034,-1.8176,-0.9109,0.5321,-1.2219,1.0805,-0.944
TCGA-AR-A5QM-01,-0.3994,-0.4124,-0.9461,0.0489,-0.2101,0.6307,-0.3444,-0.5807,0.7243,-0.3468,0.9306
TCGA-AR-A5QN-01,0.2111,0.0644,-0.7261,-1.1404,0.1158,0.8236,0.4307,-1.5957,-0.2248,0.1016,-0.408
TCGA-AR-A5QP-01,-0.0067,-0.0775,-0.3215,-0.4288,-0.1682,0.5628,0.3671,-1.0814,0.0537,-0.7169,0.1467
TCGA-AR-A5QQ-01,0.0217,-1.5864,1.5392,2.3424,-1.3874,-1.3385,-0.7797,0.5139,-0.8197,1.1565,-0.6232
TCGA-B6-A0I1-01,-0.6467,-2.5228,0.7991,0.7606,-0.1421,-2.3833,1.0985,-0.0504,-0.9206,1.3778,-2.2323
TCGA-B6-A0I2-01,2.2161,-0.5393,0.7308,0.876,-0.5669,-0.3456,-0.5148,0.354,-1.0064,0.8769,-1.4328
TCGA-B6-A0I5-01,1.7766,0.031,0.3261,-0.2863,0.429,0.1978,0.0013,-0.9116,-0.1516,0.2098,0.6164
TCGA-B6-A0I6-01,-1.1066,1.5045,0.4539,0.5691,-0.73,-2.3527,0.6567,1.2101,1.049,1.4709,-1.1789
TCGA-B6-A0I8-01,-0.3703,-1.1345,-0.3461,-1.3766,0.8163,0.1091,0.6453,-0.9453,0.5267,-0.3762,-0.9209
TCGA-B6-A0I9-01,-1.6731,-0.5549,0.6146,1.015,3.0847,0.5892,2.307,0.9169,0.1439,-0.2631,-0.701
TCGA-B6-A0IA-01,2.5208,0.4424,-0.042,0.6648,-0.4647,0.4612,-0.1986,-0.415,-1.6798,0.0432,1.2222
TCGA-B6-A0IB-01,0.267,0.293,0.4089,0.2337,-0.6288,0.792,-0.388,0.823,-0.1663,0.747,1.0781
TCGA-B6-A0IC-01,0.9222,1.2752,-0.539,-0.4675,-0.0464,1.0599,-0.4004,-0.1132,-1.8413,-1.2642,1.1809
TCGA-B6-A0IE-01,0.2152,0.6729,1.3411,-0.0258,-0.6548,0.0363,-0.4998,-1.3033,0.1565,1.3465,1.2047
TCGA-B6-A0IG-01,1.0896,0.0709,-0.1332,-0.5129,2.54,0.3488,2.3303,0.6491,0.4476,0.7198,-0.033
TCGA-B6-A0IH-01,-0.5596,0.7369,-2.6399,-2.0932,-0.143,0.354,-0.1322,-2.5785,-1.0971,-2.5882,0.7447
TCGA-B6-A0IJ-01,0.1662,-0.2168,1.4096,1.4125,-1.221,-1.0475,0.1482,1.8117,-1.3627,2.1802,-0.5417
TCGA-B6-A0IK-01,-0.8153,-1.0687,0.2504,1.3645,-0.0183,-0.3459,-0.2114,0.1883,-0.5002,0.8154,-0.1331
TCGA-B6-A0IM-01,1.5299,1.6907,-0.0572,-0.2903,0.2186,0.9166,-0.1145,0.848,0.4648,0.4273,-0.2738
TCGA-B6-A0IN-01,0.6302,1.0644,0.6299,0.0031,0.7941,0.5488,-0.2556,-0.3902,-0.3786,-0.0048,-1.0999
TCGA-B6-A0IO-01,-0.9745,0.2923,-0.0066,-0.9814,-0.4423,1.0925,-0.9474,-0.1023,-0.3821,0.1523,0.2319
TCGA-B6-A0IP-01,0.1629,0.9893,-0.2954,-0.3539,0.2377,0.9033,0.0881,-0.4577,0.3159,-0.2088,0.7404
TCGA-B6-A0IQ-01,-0.1177,-0.1936,1.1218,1.3368,-0.9534,-2.3288,-0.0727,0.9422,-0.4816,1.6232,-1.8734
TCGA-B6-A0RE-01,0.2373,-1.6058,1.2588,1.8298,-0.9142,-1.2059,-0.6868,0.5834,0.5214,1.3381,-1.325
TCGA-B6-A0RG-01,-0.874,1.2774,0.4934,0.5481,0.179,0.7209,-0.166,0.1277,-0.3003,0.7755,0.7658
TCGA-B6-A0RH-01,-0.2518,-0.85,-0.3921,0.8192,1.3294,0.0561,1.3745,-0.0736,1.2243,0.673,0.4673
TCGA-B6-A0RI-01,0.3753,0.5117,0.9407,0.5132,-0.4323,0.5821,-1.0601,0.8571,1.5601,0.1573,1.474
TCGA-B6-A0RL-01,0.8452,1.0207,0.8348,1.4079,0.5199,1.0798,0.4969,0.332,-1.569,1.3827,-0.4906
TCGA-B6-A0RM-01,0.6717,0.7436,-0.3672,-0.2616,-0.9934,1.1124,0.1037,-0.1086,-0.1306,-0.6314,1.0415
TCGA-B6-A0RN-01,-0.1848,0.7504,-1.4732,-1.4107,-0.0216,0.4964,-0.118,-2.1805,0.2443,-1.9728,1.1188
TCGA-B6-A0RO-01,0.1856,0.1157,-0.9677,-0.7529,0.1556,0.9474,-1.1053,-1.5906,-0.8819,-0.763,-0.2345
TCGA-B6-A0RP-01,-0.4206,0.3718,-1.4009,-1.7236,0.1544,1.0011,-0.73,-1.1584,1.2858,-1.6033,0.6866
TCGA-B6-A0RQ-01,-0.1042,0.5081,-1.6292,-2.0939,0.0841,0.2727,0.04,-2.5937,-1.7848,-2.0791,0.9458
TCGA-B6-A0RS-01,-0.4557,-0.1945,0.8562,-0.0907,0.7854,-2.1824,0.0106,0.4752,0.3921,1.1017,-1.0742
TCGA-B6-A0RT-01,-0.8483,-0.0541,0.6435,1.1255,-0.906,-1.4682,-0.5888,1.4036,-1.0097,1.5387,-0.3974
TCGA-B6-A0RU-01,-0.3337,0.5211,1.0966,1.5162,-0.8178,-0.9941,-0.5358,1.3439,-1.4962,1.2822,-0.1171
TCGA-B6-A0RV-01,0.3325,0.2631,-0.4588,0.0352,-0.4957,0.8229,-0.5258,0.1462,-0.3712,0.1442,1.2692
TCGA-B6-A0WS-01,0.9806,1.5772,-0.1594,-0.6325,-0.537,0.7114,-0.1447,0.1362,0.7006,-0.2285,0.7947
TCGA-B6-A0WT-01,0.4815,0.8303,-0.4059,-0.6105,-0.3036,0.4697,-0.4875,0.0678,0.7161,-0.2031,1.3573
TCGA-B6-A0WV-01,-0.6787,0.5983,0.6098,-0.2664,-0.7308,1.0309,-1.1896,1.1886,0.1505,0.8864,0.534
TCGA-B6-A0WW-01,-1.2881,-0.1601,0.1226,0.2649,0.1294,1.0012,-0.6391,0.2898,0.7774,-0.2776,0.2229
TCGA-B6-A0WX-01,-1.0037,-0.7565,0.0112,-0.195,-0.6312,-1.9236,0.5913,-0.5983,0.0423,0.4464,-0.6823
TCGA-B6-A0WY-01,-0.3358,-0.1331,-0.7009,-0.0484,0.0611,-0.0404,-0.042,-0.7728,0.6347,0.1985,0.6322
TCGA-B6-A0WZ-01,0.7568,0.2974,0.0588,0.0218,-0.0313,0.6375,-0.6403,-0.2198,0.2026,-0.1377,1.1089
TCGA-B6-A0X0-01,0.5808,0.905,-0.1377,-0.4871,0.3069,0.3973,0.5317,-0.5778,-0.4485,-0.1468,0.969
TCGA-B6-A0X1-01,-0.7538,-0.7468,1.5762,1.789,-0.3592,-0.5431,-0.5683,1.4901,-0.6613,0.4403,-1.3359
TCGA-B6-A0X4-01,2.6789,1.3048,-1.4894,-1.3104,-0.58,0.7271,-0.0329,-1.7079,-1.0837,-1.9974,0.9929
TCGA-B6-A0X5-01,0.5071,0.2565,0.8078,1.119,-0.9086,0.936,-0.1122,0.5235,-0.7259,0.171,1.0006
TCGA-B6-A0X7-01,-0.0443,1.0393,-1.0476,-1.0867,0.1901,0.585,-0.1227,-1.1069,0.229,-1.1699,0.2304
TCGA-B6-A1KC-01,-0.0627,0.8764,0.0916,0.0969,-0.5775,0.5914,0.141,0.0338,-1.0722,-0.9947,-1.1841
TCGA-B6-A1KF-01,-1.0034,-1.7635,1.0157,0.5507,1.5719,-0.8376,3.1627,0.8574,-0.2854,1.4332,-1.5275
TCGA-B6-A1KI-01,0.3981,-0.1543,-1.4404,-1.4524,0.336,0.9691,-0.4932,-1.7097,-0.4825,-1.8237,0.4457
TCGA-B6-A1KN-01,0.7485,-1.1015,-0.1749,0.9736,2.6285,0.4172,3.0686,0.9797,0.0362,0.8244,-0.8614
TCGA-B6-A2IU-01,0.6004,0.0094,-0.1044,-0.0797,0.5377,0.5208,0.7098,-0.2469,-0.4285,-0.8916,1.0767
TCGA-B6-A3ZX-01,-0.3109,-0.0243,0.9468,0.1215,-1.0243,-1.4381,-0.7095,0.8597,-0.7766,0.5232,-1.1745
TCGA-B6-A400-01,-0.9775,-1.1351,1.8483,0.8652,-0.5642,-2.3251,0.1617,1.0351,1.3132,0.791,-0.9752
TCGA-B6-A401-01,-0.8928,-0.6539,-0.3782,-0.4087,0.3009,0.3537,0.6574,-0.6693,1.16,-0.2012,1.1393
TCGA-B6-A402-01,-0.6519,-3.027,0.9638,0.1096,-0.5044,-1.9184,0.3135,-0.2206,0.0369,0.7149,-1.6828
TCGA-B6-A408-01,-0.0533,1.474,-0.8971,-0.6546,-0.0091,0.87,0.3687,-1.3177,1.019,-0.8882,0.5083
TCGA-B6-A409-01,0.5662,-1.8911,0.8538,0.7297,-0.5469,-1.3828,0.0755,-0.5635,-0.5583,0.6123,-0.6716
TCGA-B6-A40B-01,1.4148,-0.3372,-0.2797,-0.0047,0.4015,0.0326,0.7675,-0.4172,1.1597,-0.0713,0.6653
TCGA-B6-A40C-01,0.2326,0.1965,0.1558,0.141,0.1391,-0.2656,0.2742,0.2012,1.1147,0.391,0.8569
TCGA-BH-A0AU-01,-1.3724,-0.0549,0.3626,-0.404,0.236,0.5034,-0.6444,0.8962,0.761,0.4699,0.9882
TCGA-BH-A0AV-01,-0.5653,-1.7402,1.0784,0.5092,-0.7987,-2.0896,0.2628,1.9123,1.54,0.3764,-1.1293
TCGA-BH-A0AW-01,-1.0573,-0.8347,1.3613,0.8157,2.6702,-1.0512,2.3173,0.4531,-0.5547,0.6996,-1.154
TCGA-BH-A0AY-01,0.0728,-0.7151,0.1781,-0.3099,-0.7734,0.2026,-1.1057,0.0723,0.8287,0.3502,0.6322
TCGA-BH-A0AZ-01,-0.5467,-0.1768,-0.3266,-1.1228,-0.2915,0.0572,-0.2111,-0.4643,1.5693,-0.8656,-0.115
TCGA-BH-A0B0-01,0.9847,-0.2165,-1.1659,-0.4318,-0.682,0.2891,-1.0129,-0.5365,-0.9563,-1.0652,-0.3421
TCGA-BH-A0B1-01,-0.8197,0.0388,0.134,0.4863,-0.3451,0.7942,-0.808,-0.6375,0.1269,-0.101,1.3013
TCGA-BH-A0B3-01,-0.9607,-1.8035,1.7526,1.1851,-0.5904,-1.4237,-0.5312,1.6779,1.5796,1.5152,-0.1652
TCGA-BH-A0B4-01,0.3078,-0.43,1.1049,0.1419,0.5638,0.3956,0.5567,0.1514,0.8845,-0.1341,0.4545
TCGA-BH-A0B5-01,-0.8624,0.2329,-0.2919,0.7839,-0.0126,0.0437,-0.1239,1.3423,1.077,0.8284,0.4289
TCGA-BH-A0B6-01,-0.392,0.6935,-1.0748,-1.297,-0.7524,0.4305,-0.7474,-1.0477,-0.6564,-0.4566,-0.9494
TCGA-BH-A0B7-01,-1.053,-0.6065,0.1986,-0.3029,3.1583,-1.7206,2.9653,0.4821,0.0223,0.0202,-0.8653
TCGA-BH-A0B8-01,1.432,1.7836,-0.2198,-0.1762,0.134,0.9301,-0.1945,0.2669,-0.0288,-0.1935,0.0442
TCGA-BH-A0B9-01,0.6249,0.4094,1.3013,1.1185,-1.5893,-2.1306,0.1123,0.6196,-0.3887,0.9248,-1.84
TCGA-BH-A0BA-01,1.26,0.1012,-0.1823,-0.215,-0.0312,0.5166,0.1015,-0.2499,-0.8135,-0.1147,-0.0502
TCGA-BH-A0BC-01,0.0111,0.6517,-0.1549,0.0364,-1.0358,0.8033,-1.1661,0.4101,1.0048,0.3488,0.2842
TCGA-BH-A0BD-01,-0.1825,-0.2112,0.2216,1.1492,-0.51,0.2124,-0.3889,1.2235,0.6611,0.293,1.6667
TCGA-BH-A0BF-01,-0.9846,-0.5588,0.4189,-0.5334,-0.8292,-0.2619,-1.1839,0.5475,1.0393,0.6185,0.2848
TCGA-BH-A0BG-01,-0.7421,0.0026,0.739,-0.1762,-0.6127,-1.8577,0.4426,0.2999,0.3109,-0.0967,-1.4379
TCGA-BH-A0BJ-01,0.0798,0.7448,-0.9354,-0.5102,0.017,0.2763,-0.4145,-0.8552,0.3746,-0.9613,1.0185
TCGA-BH-A0BL-01,-2.1801,-0.6457,0.507,0.3949,-0.8008,-1.5009,-0.6796,1.3375,1.1343,0.73,-0.5864
TCGA-BH-A0BM-01,0.7586,0.5292,-2.1618,-1.9439,-0.1822,0.3086,-0.3475,-2.7639,-0.3281,-2.6008,-0.2143
TCGA-BH-A0BO-01,-0.0048,0.4755,-2.3611,-2.4618,-0.2252,0.5306,-0.6969,-1.7003,-0.6777,-2.0793,0.5535
TCGA-BH-A0BP-01,-0.7689,0.7762,-0.7392,-1.6027,-0.9111,0.6018,-1.1669,-0.7024,-0.16,-0.3214,-0.5648
TCGA-BH-A0BQ-01,1.0537,0.6225,-0.8048,-1.0349,0.3401,0.1959,0.1343,-1.0535,0.9632,-0.5658,0.5944
TCGA-BH-A0BR-01,-0.9512,-1.2324,0.0543,0.3916,-0.3013,-0.3575,-0.5754,0.3102,1.4038,0.6076,-0.9335
TCGA-BH-A0BS-01,-0.3046,0.7214,-0.3798,-0.3101,0.303,1.0973,-1.2321,-0.1059,-1.1935,-0.871,0.4871
TCGA-BH-A0BT-01,0.2977,-1.6556,-0.357,-1.1405,0.6435,0.3673,-0.2982,-1.2769,0.3847,-0.3003,1.0834
TCGA-BH-A0BV-01,0.3549,0.7025,-0.4732,-0.2519,-0.2655,0.8315,-0.2766,0.1368,0.2086,-0.5903,1.0324
TCGA-BH-A0BW-01,-2.9733,-0.8394,0.9671,-0.7398,-0.2578,-1.0897,-0.0868,0.6997,-1.0025,0.084,-1.6112
TCGA-BH-A0BZ-01,-0.0313,-0.8409,0.8646,0.7852,-0.1744,0.3381,-0.0417,0.339,0.6397,1.3055,-0.9154
TCGA-BH-A0C0-01,-1.3702,0.0694,1.0688,0.3433,0.2098,0.5871,-0.2813,0.8718,-0.3197,0.9294,0.1539
TCGA-BH-A0C1-01,-0.6655,-0.2208,-0.6592,0.2978,-0.0524,0.3973,-0.0639,0.6996,0.6337,-0.0209,1.013
TCGA-BH-A0C3-01,-1.2206,0.8001,0.3466,-0.2621,-0.2422,0.1047,-1.2365,0.7156,0.8668,0.1986,-0.1108
TCGA-BH-A0C7-01,-0.2771,0.562,0.8668,0.9529,0.2847,0.9359,-0.1908,1.7915,0.1233,0.2426,-0.4066
TCGA-BH-A0DD-01,-0.7597,1.2456,0.4971,1.3917,1.4635,0.7617,1.4088,1.8887,0.6306,1.173,1.4941
TCGA-BH-A0DE-01,1.0023,1.0535,-0.5247,-1.2637,0.3779,0.3892,0.1355,-0.9657,0.1221,-1.3093,0.5051
TCGA-BH-A0DG-01,-0.6556,-0.0436,0.8326,0.0537,-0.535,0.1222,-0.4758,0.5539,0.9946,-0.4393,-0.4352
